"REGION","ONSET_DATE"
"c","2016-08-25"
"c","2016-08-25"
"c","2016-08-25"
"c","2016-08-26"
"c","2016-08-27"
"c","2016-08-29"
"c","2016-08-29"
"c","2016-08-30"
"c","2016-09-09"
"c","2016-09-13"
"c","2016-09-18"
"c","2016-09-24"
"c","2017-06-25"
"c","2017-07-06"
"c","2017-07-25"
"c","2017-08-08"
"c","2017-08-08"
"c","2017-08-13"
"c","2017-08-19"
"c","2017-08-20"
"c","2017-08-20"
"c","2017-08-23"
"c","2017-08-24"
"c","2017-08-25"
"c","2017-08-28"
"c","2017-08-29"
"c","2017-08-30"
"c","2017-09-01"
"c","2017-09-02"
"c","2017-09-02"
"c","2017-09-02"
"c","2017-09-06"
"c","2017-09-06"
"c","2017-09-08"
"c","2017-09-08"
"c","2017-09-23"
"c","2018-07-25"
"c","2018-07-27"
"c","2018-07-27"
"c","2018-07-28"
"c","2018-07-29"
"c","2018-07-29"
"c","2018-07-31"
"c","2018-08-01"
"c","2018-08-03"
"c","2018-08-11"
"c","2018-08-13"
"c","2018-08-14"
"c","2018-08-15"
"c","2018-08-17"
"c","2018-08-18"
"c","2018-08-21"
"c","2018-08-24"
"c","2018-08-25"
"c","2018-08-25"
"c","2018-08-28"
"c","2018-09-01"
"c","2018-09-02"
"c","2018-09-03"
"c","2018-09-07"
"c","2018-09-08"
"c","2018-09-23"
"c","2019-06-30"
"c","2019-07-08"
"c","2019-07-14"
"c","2019-07-24"
"c","2019-07-27"
"c","2019-07-29"
"c","2019-08-08"
"c","2019-08-09"
"c","2019-08-09"
"c","2019-08-13"
"c","2019-08-18"
"c","2019-08-18"
"c","2019-08-18"
"c","2019-08-19"
"c","2019-08-19"
"c","2019-08-20"
"c","2019-08-21"
"c","2019-08-23"
"c","2019-08-29"
"c","2019-08-30"
"c","2019-08-31"
"c","2019-09-01"
"c","2019-09-04"
"c","2019-09-07"
"c","2019-09-08"
"c","2019-09-09"
"c","2020-07-14"
"c","2020-07-18"
"c","2020-07-31"
"c","2020-08-02"
"c","2020-08-07"
"c","2020-08-07"
"c","2020-08-12"
"c","2020-08-15"
"c","2020-08-15"
"c","2020-08-16"
"c","2020-08-16"
"c","2020-08-18"
"c","2020-08-20"
"c","2020-08-21"
"c","2020-08-24"
"c","2020-08-26"
"c","2020-08-29"
"c","2020-08-29"
"c","2020-08-31"
"c","2020-09-04"
"c","2020-09-04"
"c","2020-09-05"
"c","2020-09-06"
"c","2020-09-06"
"c","2020-09-08"
"c","2020-09-11"
"c","2020-09-13"
"c","2020-09-15"
"c","2020-09-24"
"c","2020-10-13"
"c","2021-07-28"
"c","2021-07-29"
"c","2021-07-30"
"c","2021-07-31"
"c","2021-08-03"
"c","2021-08-03"
"c","2021-08-12"
"c","2021-08-13"
"c","2021-08-16"
"c","2021-08-17"
"c","2021-08-17"
"c","2021-08-19"
"c","2021-08-21"
"c","2021-08-23"
"c","2021-08-28"
"c","2021-08-28"
"c","2021-08-30"
"c","2021-09-01"
"c","2021-09-03"
"c","2021-09-04"
"c","2021-09-10"
"c","2021-09-12"
"c","2021-09-16"
"c","2021-09-17"
"c","2021-09-18"
"c","2021-09-24"
"c","2021-10-08"
"c","2022-06-26"
"c","2022-07-09"
"c","2022-07-14"
"c","2022-07-19"
"c","2022-07-20"
"c","2022-07-21"
"c","2022-07-24"
"c","2022-07-30"
"c","2022-08-05"
"c","2022-08-07"
"c","2022-08-08"
"c","2022-08-09"
"c","2022-08-18"
"c","2022-08-20"
"c","2022-08-22"
"c","2022-08-24"
"c","2022-08-25"
"c","2022-08-27"
"c","2022-08-27"
"c","2022-09-01"
"c","2022-09-02"
"c","2022-09-04"
"c","2022-09-04"
"c","2022-09-06"
"c","2022-09-24"
"c","2022-09-29"
"c","2023-07-16"
"c","2023-07-17"
"c","2023-07-24"
"c","2023-07-26"
"c","2023-08-04"
"c","2023-08-07"
"c","2023-08-11"
"c","2023-08-14"
"c","2023-08-14"
"c","2023-08-15"
"c","2023-08-21"
"c","2023-08-21"
"c","2023-08-25"
"c","2023-08-27"
"c","2023-08-29"
"c","2023-08-29"
"c","2023-08-30"
"c","2023-09-03"
"c","2023-09-05"
"c","2023-09-05"
"c","2023-09-10"
"c","2023-09-12"
"c","2023-09-19"
"c","2023-09-20"
"c","2023-10-06"
"d","2010-06-30"
"d","2010-07-20"
"d","2010-07-20"
"d","2010-07-27"
"d","2010-07-27"
"d","2010-07-31"
"d","2010-08-04"
"d","2010-08-07"
"d","2010-08-08"
"d","2010-08-08"
"d","2010-08-09"
"d","2010-08-12"
"d","2010-08-15"
"d","2010-08-15"
"d","2010-08-15"
"d","2010-08-18"
"d","2010-08-18"
"d","2010-08-20"
"d","2010-08-27"
"d","2010-08-29"
"d","2010-08-31"
"d","2010-09-01"
"d","2010-09-04"
"d","2010-09-04"
"d","2010-09-06"
"d","2010-09-07"
"d","2010-09-13"
"d","2010-09-19"
"d","2010-09-19"
"d","2010-10-15"
"d","2011-07-05"
"d","2011-07-11"
"d","2011-07-13"
"d","2011-07-22"
"d","2011-07-28"
"d","2011-07-30"
"d","2011-07-31"
"d","2011-08-01"
"d","2011-08-02"
"d","2011-08-06"
"d","2011-08-11"
"d","2011-08-11"
"d","2011-08-15"
"d","2011-08-16"
"d","2011-08-17"
"d","2011-08-20"
"d","2011-08-21"
"d","2011-08-24"
"d","2011-08-27"
"d","2011-08-29"
"d","2011-08-29"
"d","2011-08-31"
"d","2011-09-01"
"d","2011-09-02"
"d","2011-09-02"
"d","2011-09-03"
"d","2011-09-12"
"d","2011-09-14"
"d","2011-09-14"
"d","2011-09-16"
"d","2011-09-23"
"d","2011-09-25"
"d","2012-07-01"
"d","2012-07-14"
"d","2012-07-20"
"d","2012-07-25"
"d","2012-07-26"
"d","2012-07-28"
"d","2012-07-30"
"d","2012-08-02"
"d","2012-08-07"
"d","2012-08-10"
"d","2012-08-10"
"d","2012-08-11"
"d","2012-08-11"
"d","2012-08-12"
"d","2012-08-16"
"d","2012-08-20"
"d","2012-08-23"
"d","2012-08-23"
"d","2012-08-25"
"d","2012-08-29"
"d","2012-08-31"
"d","2012-09-02"
"d","2012-09-04"
"d","2012-09-05"
"d","2012-09-09"
"d","2012-09-21"
"d","2012-09-25"
"d","2013-07-10"
"d","2013-07-11"
"d","2013-07-13"
"d","2013-07-15"
"d","2013-07-15"
"d","2013-07-17"
"d","2013-07-18"
"d","2013-07-22"
"d","2013-07-23"
"d","2013-07-27"
"d","2013-07-29"
"d","2013-07-30"
"d","2013-08-05"
"d","2013-08-08"
"d","2013-08-16"
"d","2013-08-18"
"d","2013-08-19"
"d","2013-08-20"
"d","2013-08-26"
"d","2013-08-26"
"d","2013-08-27"
"d","2013-08-29"
"d","2013-09-01"
"d","2013-09-03"
"d","2013-09-04"
"d","2013-09-07"
"d","2013-09-07"
"d","2013-09-10"
"d","2013-09-11"
"d","2013-09-13"
"d","2013-09-19"
"d","2013-10-10"
"d","2014-06-17"
"d","2014-07-20"
"d","2014-07-21"
"d","2014-07-22"
"d","2014-07-26"
"d","2014-07-29"
"d","2014-07-30"
"d","2014-08-01"
"d","2014-08-03"
"d","2014-08-08"
"d","2014-08-08"
"d","2014-08-13"
"d","2014-08-14"
"d","2014-08-17"
"d","2014-08-20"
"d","2014-08-21"
"d","2014-08-28"
"d","2014-08-28"
"d","2014-08-30"
"d","2014-09-01"
"d","2014-09-02"
"d","2014-09-05"
"d","2014-09-08"
"d","2014-09-16"
"d","2014-09-24"
"d","2015-07-11"
"d","2015-07-13"
"d","2015-07-20"
"d","2015-07-27"
"d","2015-07-29"
"d","2015-07-30"
"d","2015-08-03"
"d","2015-08-04"
"d","2015-08-07"
"d","2015-08-07"
"d","2015-08-08"
"d","2015-08-09"
"d","2015-08-13"
"d","2015-08-13"
"d","2015-08-15"
"d","2015-08-15"
"d","2015-08-16"
"d","2015-08-16"
"d","2015-08-17"
"d","2015-08-19"
"d","2015-08-19"
"d","2015-08-21"
"d","2015-08-22"
"d","2015-08-23"
"d","2015-08-24"
"d","2015-08-26"
"d","2015-08-26"
"d","2015-08-27"
"d","2015-09-02"
"d","2015-09-03"
"d","2015-09-05"
"d","2015-09-07"
"d","2015-09-10"
"d","2015-09-12"
"d","2015-09-14"
"d","2015-09-16"
"d","2015-09-21"
"d","2015-09-23"
"d","2015-09-25"
"d","2016-07-17"
"d","2016-07-22"
"d","2016-07-28"
"d","2016-07-29"
"d","2016-07-30"
"d","2016-08-04"
"d","2016-08-07"
"d","2016-08-10"
"d","2016-08-11"
"d","2016-08-19"
"d","2016-08-21"
"d","2016-08-21"
"d","2016-08-23"
"d","2016-08-24"
"d","2016-08-25"
"d","2016-08-26"
"d","2016-08-28"
"d","2016-08-31"
"d","2016-09-01"
"d","2016-09-03"
"d","2016-09-06"
"d","2016-09-09"
"d","2016-09-09"
"d","2016-09-10"
"d","2016-09-11"
"d","2016-09-12"
"d","2016-09-13"
"d","2016-09-13"
"d","2017-07-11"
"d","2017-07-18"
"d","2017-07-21"
"d","2017-07-24"
"d","2017-07-24"
"d","2017-07-25"
"d","2017-07-30"
"d","2017-08-01"
"d","2017-08-04"
"d","2017-08-09"
"d","2017-08-10"
"d","2017-08-13"
"d","2017-08-15"
"d","2017-08-15"
"d","2017-08-17"
"d","2017-08-17"
"d","2017-08-18"
"d","2017-08-19"
"d","2017-08-19"
"d","2017-08-19"
"d","2017-08-19"
"d","2017-08-22"
"d","2017-08-22"
"d","2017-08-22"
"d","2017-08-23"
"d","2017-08-24"
"d","2017-08-25"
"d","2017-08-27"
"d","2017-09-01"
"d","2017-09-04"
"d","2017-09-06"
"d","2017-09-07"
"d","2017-09-08"
"d","2017-09-08"
"d","2017-09-09"
"d","2017-09-09"
"d","2017-09-11"
"d","2017-09-14"
"d","2017-09-19"
"d","2017-09-20"
"d","2017-09-21"
"d","2017-09-22"
"d","2017-09-22"
"d","2018-07-21"
"d","2018-07-22"
"d","2018-07-24"
"d","2018-07-26"
"d","2018-07-30"
"d","2018-07-31"
"d","2018-07-31"
"d","2018-08-03"
"d","2018-08-04"
"d","2018-08-06"
"d","2018-08-10"
"d","2018-08-10"
"d","2018-08-12"
"d","2018-08-13"
"d","2018-08-14"
"d","2018-08-16"
"d","2018-08-17"
"d","2018-08-18"
"d","2018-08-20"
"d","2018-08-23"
"d","2018-08-25"
"d","2018-08-30"
"d","2018-08-31"
"d","2018-09-04"
"d","2018-09-18"
"d","2018-09-18"
"d","2018-09-22"
"d","2018-09-30"
"d","2019-07-26"
"d","2019-07-28"
"d","2019-07-28"
"d","2019-07-28"
"d","2019-07-30"
"d","2019-08-03"
"d","2019-08-05"
"d","2019-08-06"
"d","2019-08-07"
"d","2019-08-08"
"d","2019-08-08"
"d","2019-08-09"
"d","2019-08-14"
"d","2019-08-15"
"d","2019-08-18"
"d","2019-08-19"
"d","2019-08-19"
"d","2019-08-23"
"d","2019-08-23"
"d","2019-08-24"
"d","2019-08-25"
"d","2019-08-26"
"d","2019-08-28"
"d","2019-08-29"
"d","2019-08-31"
"d","2019-09-01"
"d","2019-09-04"
"d","2019-09-05"
"d","2019-09-07"
"d","2019-09-07"
"d","2019-09-07"
"d","2019-09-07"
"d","2019-09-08"
"d","2019-09-14"
"d","2019-09-14"
"d","2019-09-19"
"d","2019-09-20"
"d","2019-09-22"
"d","2019-10-01"
"d","2020-07-04"
"d","2020-07-17"
"d","2020-07-23"
"d","2020-07-28"
"d","2020-08-02"
"d","2020-08-03"
"d","2020-08-06"
"d","2020-08-07"
"d","2020-08-09"
"d","2020-08-11"
"d","2020-08-11"
"d","2020-08-11"
"d","2020-08-12"
"d","2020-08-14"
"d","2020-08-18"
"d","2020-08-20"
"d","2020-08-25"
"d","2020-08-28"
"d","2020-08-28"
"d","2020-08-28"
"d","2020-08-29"
"d","2020-09-01"
"d","2020-09-04"
"d","2020-09-05"
"d","2020-09-10"
"d","2020-09-13"
"d","2020-09-17"
"d","2020-09-20"
"d","2020-09-29"
"d","2020-10-11"
"d","2021-07-17"
"d","2021-07-18"
"d","2021-07-30"
"d","2021-08-01"
"d","2021-08-02"
"d","2021-08-05"
"d","2021-08-05"
"d","2021-08-05"
"d","2021-08-07"
"d","2021-08-07"
"d","2021-08-07"
"d","2021-08-09"
"d","2021-08-10"
"d","2021-08-16"
"d","2021-08-17"
"d","2021-08-17"
"d","2021-08-19"
"d","2021-08-19"
"d","2021-08-22"
"d","2021-08-22"
"d","2021-08-24"
"d","2021-08-26"
"d","2021-08-29"
"d","2021-08-31"
"d","2021-09-02"
"d","2021-09-16"
"d","2021-09-17"
"d","2021-09-24"
"d","2021-10-02"
"d","2022-07-22"
"d","2022-07-28"
"d","2022-07-31"
"d","2022-08-03"
"d","2022-08-03"
"d","2022-08-03"
"d","2022-08-03"
"d","2022-08-04"
"d","2022-08-05"
"d","2022-08-06"
"d","2022-08-07"
"d","2022-08-07"
"d","2022-08-07"
"d","2022-08-09"
"d","2022-08-11"
"d","2022-08-13"
"d","2022-08-13"
"d","2022-08-14"
"d","2022-08-15"
"d","2022-08-22"
"d","2022-08-23"
"d","2022-08-26"
"d","2022-08-28"
"d","2022-08-29"
"d","2022-08-30"
"d","2022-08-30"
"d","2022-08-31"
"d","2022-09-02"
"d","2022-09-03"
"d","2022-09-04"
"d","2022-09-06"
"d","2022-09-07"
"d","2022-09-07"
"d","2022-09-08"
"d","2022-09-10"
"d","2022-09-11"
"d","2022-09-12"
"d","2022-09-13"
"d","2022-09-18"
"d","2022-09-19"
"d","2022-09-28"
"d","2023-07-06"
"d","2023-07-17"
"d","2023-07-25"
"d","2023-08-03"
"d","2023-08-06"
"d","2023-08-08"
"d","2023-08-10"
"d","2023-08-10"
"d","2023-08-11"
"d","2023-08-12"
"d","2023-08-13"
"d","2023-08-13"
"d","2023-08-13"
"d","2023-08-17"
"d","2023-08-17"
"d","2023-08-19"
"d","2023-08-22"
"d","2023-08-24"
"d","2023-08-25"
"d","2023-08-27"
"d","2023-08-27"
"d","2023-08-29"
"d","2023-08-30"
"d","2023-08-30"
"d","2023-09-02"
"d","2023-09-04"
"d","2023-09-04"
"d","2023-09-06"
"d","2023-09-11"
"d","2023-09-12"
"d","2023-09-14"
"d","2023-09-21"
"d","2023-09-26"
"d","2023-09-30"
"d","2023-10-12"
"e","2010-06-26"
"e","2010-06-27"
"e","2010-07-19"
"e","2010-07-26"
"e","2010-07-30"
"e","2010-07-30"
"e","2010-07-31"
"e","2010-08-01"
"e","2010-08-02"
"e","2010-08-03"
"e","2010-08-04"
"e","2010-08-04"
"e","2010-08-10"
"e","2010-08-12"
"e","2010-08-12"
"e","2010-08-13"
"e","2010-08-14"
"e","2010-08-15"
"e","2010-08-15"
"e","2010-08-18"
"e","2010-08-25"
"e","2010-08-26"
"e","2010-08-27"
"e","2010-08-28"
"e","2010-08-28"
"e","2010-08-31"
"e","2010-09-02"
"e","2010-09-04"
"e","2010-09-07"
"e","2010-09-15"
"e","2010-09-19"
"e","2010-09-20"
"e","2011-07-14"
"e","2011-07-14"
"e","2011-07-28"
"e","2011-08-07"
"e","2011-08-07"
"e","2011-08-08"
"e","2011-08-09"
"e","2011-08-11"
"e","2011-08-18"
"e","2011-08-19"
"e","2011-08-22"
"e","2011-08-23"
"e","2011-08-24"
"e","2011-08-25"
"e","2011-08-28"
"e","2011-08-28"
"e","2011-08-29"
"e","2011-09-10"
"e","2011-09-11"
"e","2011-09-17"
"e","2011-09-19"
"e","2011-10-03"
"e","2012-07-12"
"e","2012-07-18"
"e","2012-07-18"
"e","2012-07-24"
"e","2012-07-24"
"e","2012-07-24"
"e","2012-07-25"
"e","2012-07-26"
"e","2012-08-02"
"e","2012-08-03"
"e","2012-08-04"
"e","2012-08-07"
"e","2012-08-09"
"e","2012-08-10"
"e","2012-08-13"
"e","2012-08-16"
"e","2012-08-16"
"e","2012-08-17"
"e","2012-08-18"
"e","2012-08-18"
"e","2012-08-20"
"e","2012-08-22"
"e","2012-08-23"
"e","2012-08-23"
"e","2012-08-25"
"e","2012-08-25"
"e","2012-08-26"
"e","2012-08-29"
"e","2012-08-30"
"e","2012-08-31"
"e","2012-09-01"
"e","2012-09-01"
"e","2012-09-02"
"e","2012-09-02"
"e","2012-09-05"
"e","2012-09-06"
"e","2012-09-11"
"e","2012-09-11"
"e","2012-09-16"
"e","2012-10-10"
"e","2013-07-03"
"e","2013-07-10"
"e","2013-07-14"
"e","2013-07-21"
"e","2013-07-26"
"e","2013-07-31"
"e","2013-08-01"
"e","2013-08-01"
"e","2013-08-03"
"e","2013-08-05"
"e","2013-08-06"
"e","2013-08-06"
"e","2013-08-07"
"e","2013-08-10"
"e","2013-08-12"
"e","2013-08-12"
"e","2013-08-13"
"e","2013-08-13"
"e","2013-08-15"
"e","2013-08-19"
"e","2013-08-20"
"e","2013-08-21"
"e","2013-08-21"
"e","2013-08-23"
"e","2013-08-24"
"e","2013-08-25"
"e","2013-08-25"
"e","2013-08-26"
"e","2013-08-26"
"e","2013-08-28"
"e","2013-09-08"
"e","2013-09-10"
"e","2013-09-10"
"e","2014-07-17"
"e","2014-07-24"
"e","2014-07-29"
"e","2014-08-04"
"e","2014-08-09"
"e","2014-08-09"
"e","2014-08-13"
"e","2014-08-14"
"e","2014-08-14"
"e","2014-08-19"
"e","2014-08-21"
"e","2014-08-21"
"e","2014-08-22"
"e","2014-08-25"
"e","2014-08-26"
"e","2014-08-26"
"e","2014-08-28"
"e","2014-09-01"
"e","2014-09-02"
"e","2014-09-03"
"e","2014-09-05"
"e","2014-09-07"
"e","2014-09-08"
"e","2014-09-12"
"e","2014-09-18"
"e","2014-09-23"
"e","2014-09-29"
"e","2015-07-04"
"e","2015-07-12"
"e","2015-07-16"
"e","2015-07-18"
"e","2015-07-21"
"e","2015-07-24"
"e","2015-07-28"
"e","2015-07-29"
"e","2015-07-30"
"e","2015-08-06"
"e","2015-08-08"
"e","2015-08-10"
"e","2015-08-10"
"e","2015-08-11"
"e","2015-08-11"
"e","2015-08-15"
"e","2015-08-15"
"e","2015-08-16"
"e","2015-08-16"
"e","2015-08-16"
"e","2015-08-17"
"e","2015-08-19"
"e","2015-08-20"
"e","2015-08-21"
"e","2015-08-21"
"e","2015-08-23"
"e","2015-08-30"
"e","2015-08-31"
"e","2015-09-01"
"e","2015-09-02"
"e","2015-09-02"
"e","2015-09-04"
"e","2015-09-06"
"e","2015-09-06"
"e","2015-09-11"
"e","2015-09-12"
"e","2015-09-15"
"e","2015-09-16"
"e","2015-09-20"
"e","2015-09-21"
"e","2015-09-30"
"e","2015-10-13"
"e","2016-07-22"
"e","2016-07-23"
"e","2016-07-25"
"e","2016-07-25"
"e","2016-07-28"
"e","2016-08-02"
"e","2016-08-04"
"e","2016-08-07"
"e","2016-08-08"
"e","2016-08-08"
"e","2016-08-08"
"e","2016-08-12"
"e","2016-08-15"
"e","2016-08-15"
"e","2016-08-16"
"e","2016-08-17"
"e","2016-08-17"
"e","2016-08-19"
"e","2016-08-19"
"e","2016-08-19"
"e","2016-08-19"
"e","2016-08-19"
"e","2016-08-19"
"e","2016-08-20"
"e","2016-08-21"
"e","2016-08-22"
"e","2016-08-23"
"e","2016-08-24"
"e","2016-08-26"
"e","2016-08-26"
"e","2016-08-26"
"e","2016-08-27"
"e","2016-08-31"
"e","2016-09-01"
"e","2016-09-01"
"e","2016-09-02"
"e","2016-09-08"
"e","2016-09-13"
"e","2016-09-13"
"e","2016-09-19"
"e","2016-09-25"
"e","2017-07-11"
"e","2017-07-16"
"e","2017-07-16"
"e","2017-07-25"
"e","2017-07-26"
"e","2017-07-27"
"e","2017-08-03"
"e","2017-08-10"
"e","2017-08-12"
"e","2017-08-17"
"e","2017-08-18"
"e","2017-08-18"
"e","2017-08-19"
"e","2017-08-21"
"e","2017-08-21"
"e","2017-08-22"
"e","2017-08-24"
"e","2017-08-25"
"e","2017-08-25"
"e","2017-08-26"
"e","2017-08-28"
"e","2017-08-28"
"e","2017-08-29"
"e","2017-08-30"
"e","2017-08-31"
"e","2017-09-05"
"e","2017-09-06"
"e","2017-09-07"
"e","2017-09-09"
"e","2017-09-11"
"e","2017-09-12"
"e","2017-09-14"
"e","2017-09-17"
"e","2017-09-18"
"e","2017-09-22"
"e","2017-10-05"
"e","2018-07-28"
"e","2018-08-06"
"e","2018-08-06"
"e","2018-08-09"
"e","2018-08-11"
"e","2018-08-11"
"e","2018-08-11"
"e","2018-08-14"
"e","2018-08-14"
"e","2018-08-15"
"e","2018-08-15"
"e","2018-08-17"
"e","2018-08-18"
"e","2018-08-19"
"e","2018-08-20"
"e","2018-08-21"
"e","2018-08-22"
"e","2018-08-23"
"e","2018-08-23"
"e","2018-08-24"
"e","2018-08-26"
"e","2018-08-27"
"e","2018-09-04"
"e","2018-09-08"
"e","2018-09-10"
"e","2018-09-10"
"e","2018-09-11"
"e","2018-09-16"
"e","2018-09-18"
"e","2019-07-06"
"e","2019-07-29"
"e","2019-07-31"
"e","2019-08-01"
"e","2019-08-03"
"e","2019-08-05"
"e","2019-08-07"
"e","2019-08-09"
"e","2019-08-11"
"e","2019-08-11"
"e","2019-08-12"
"e","2019-08-13"
"e","2019-08-15"
"e","2019-08-17"
"e","2019-08-18"
"e","2019-08-18"
"e","2019-08-18"
"e","2019-08-19"
"e","2019-08-20"
"e","2019-08-20"
"e","2019-08-21"
"e","2019-08-21"
"e","2019-08-23"
"e","2019-08-26"
"e","2019-08-27"
"e","2019-08-27"
"e","2019-08-30"
"e","2019-09-06"
"e","2019-09-07"
"e","2019-09-07"
"e","2019-09-09"
"e","2019-09-13"
"e","2019-09-14"
"e","2019-09-14"
"e","2019-09-20"
"e","2020-07-11"
"e","2020-07-14"
"e","2020-07-22"
"e","2020-07-26"
"e","2020-07-28"
"e","2020-07-29"
"e","2020-07-30"
"e","2020-07-30"
"e","2020-07-30"
"e","2020-07-31"
"e","2020-08-02"
"e","2020-08-03"
"e","2020-08-06"
"e","2020-08-11"
"e","2020-08-17"
"e","2020-08-23"
"e","2020-08-23"
"e","2020-08-23"
"e","2020-08-24"
"e","2020-08-30"
"e","2020-09-02"
"e","2020-09-03"
"e","2020-09-06"
"e","2020-09-08"
"e","2020-09-09"
"e","2020-09-11"
"e","2020-09-11"
"e","2020-09-20"
"e","2021-07-04"
"e","2021-07-27"
"e","2021-08-01"
"e","2021-08-02"
"e","2021-08-04"
"e","2021-08-06"
"e","2021-08-06"
"e","2021-08-07"
"e","2021-08-09"
"e","2021-08-09"
"e","2021-08-12"
"e","2021-08-13"
"e","2021-08-17"
"e","2021-08-20"
"e","2021-08-21"
"e","2021-08-24"
"e","2021-08-28"
"e","2021-08-29"
"e","2021-08-29"
"e","2021-09-01"
"e","2021-09-01"
"e","2021-09-03"
"e","2021-09-03"
"e","2021-09-04"
"e","2021-09-15"
"e","2021-09-15"
"e","2022-07-08"
"e","2022-07-14"
"e","2022-07-19"
"e","2022-07-20"
"e","2022-07-22"
"e","2022-07-29"
"e","2022-07-31"
"e","2022-08-07"
"e","2022-08-07"
"e","2022-08-10"
"e","2022-08-12"
"e","2022-08-14"
"e","2022-08-19"
"e","2022-08-21"
"e","2022-08-21"
"e","2022-08-21"
"e","2022-08-22"
"e","2022-08-23"
"e","2022-08-27"
"e","2022-08-28"
"e","2022-08-29"
"e","2022-08-30"
"e","2022-09-02"
