"REGION","ONSET_DATE"
"h","2015-08-14"
"h","2015-08-14"
"h","2015-08-15"
"h","2015-08-16"
"h","2015-08-17"
"h","2015-08-19"
"h","2015-08-20"
"h","2015-08-22"
"h","2015-08-23"
"h","2015-08-24"
"h","2015-08-30"
"h","2015-08-31"
"h","2015-09-05"
"h","2015-09-08"
"h","2015-09-13"
"h","2015-09-14"
"h","2015-09-18"
"h","2015-09-18"
"h","2015-09-20"
"h","2015-10-07"
"h","2016-07-13"
"h","2016-07-17"
"h","2016-07-20"
"h","2016-07-28"
"h","2016-07-29"
"h","2016-07-31"
"h","2016-08-05"
"h","2016-08-07"
"h","2016-08-08"
"h","2016-08-10"
"h","2016-08-11"
"h","2016-08-12"
"h","2016-08-12"
"h","2016-08-14"
"h","2016-08-15"
"h","2016-08-16"
"h","2016-08-19"
"h","2016-08-19"
"h","2016-08-20"
"h","2016-08-23"
"h","2016-08-26"
"h","2016-08-28"
"h","2016-09-01"
"h","2016-09-11"
"h","2016-09-12"
"h","2016-09-19"
"h","2017-07-22"
"h","2017-07-24"
"h","2017-07-30"
"h","2017-08-01"
"h","2017-08-03"
"h","2017-08-06"
"h","2017-08-06"
"h","2017-08-08"
"h","2017-08-14"
"h","2017-08-14"
"h","2017-08-17"
"h","2017-08-18"
"h","2017-08-18"
"h","2017-08-18"
"h","2017-08-18"
"h","2017-08-20"
"h","2017-08-20"
"h","2017-08-21"
"h","2017-08-22"
"h","2017-08-24"
"h","2017-08-25"
"h","2017-08-26"
"h","2017-08-26"
"h","2017-08-27"
"h","2017-08-27"
"h","2017-08-31"
"h","2017-09-01"
"h","2017-09-06"
"h","2017-09-06"
"h","2017-09-06"
"h","2017-09-07"
"h","2017-09-10"
"h","2017-09-10"
"h","2017-09-11"
"h","2018-06-29"
"h","2018-07-09"
"h","2018-07-15"
"h","2018-07-27"
"h","2018-08-06"
"h","2018-08-09"
"h","2018-08-09"
"h","2018-08-11"
"h","2018-08-14"
"h","2018-08-17"
"h","2018-08-19"
"h","2018-08-21"
"h","2018-08-26"
"h","2018-08-30"
"h","2018-08-31"
"h","2018-09-01"
"h","2018-09-09"
"h","2018-09-10"
"h","2018-09-11"
"h","2018-09-13"
"h","2018-09-13"
"h","2018-09-17"
"h","2018-09-17"
"h","2018-09-26"
"h","2019-07-03"
"h","2019-07-11"
"h","2019-07-17"
"h","2019-07-27"
"h","2019-08-03"
"h","2019-08-05"
"h","2019-08-07"
"h","2019-08-14"
"h","2019-08-14"
"h","2019-08-15"
"h","2019-08-16"
"h","2019-08-17"
"h","2019-08-17"
"h","2019-08-20"
"h","2019-08-20"
"h","2019-08-22"
"h","2019-08-22"
"h","2019-08-22"
"h","2019-08-23"
"h","2019-08-25"
"h","2019-09-01"
"h","2019-09-06"
"h","2019-09-08"
"h","2019-09-12"
"h","2019-09-13"
"h","2019-09-13"
"h","2019-09-19"
"h","2020-07-07"
"h","2020-07-12"
"h","2020-07-23"
"h","2020-07-28"
"h","2020-08-01"
"h","2020-08-05"
"h","2020-08-05"
"h","2020-08-06"
"h","2020-08-08"
"h","2020-08-09"
"h","2020-08-09"
"h","2020-08-10"
"h","2020-08-13"
"h","2020-08-13"
"h","2020-08-14"
"h","2020-08-14"
"h","2020-08-15"
"h","2020-08-17"
"h","2020-08-19"
"h","2020-08-20"
"h","2020-08-22"
"h","2020-08-24"
"h","2020-08-26"
"h","2020-08-27"
"h","2020-08-31"
"h","2020-09-03"
"h","2020-09-07"
"h","2020-09-08"
"h","2020-09-12"
"h","2021-07-03"
"h","2021-07-10"
"h","2021-07-12"
"h","2021-07-14"
"h","2021-07-17"
"h","2021-07-20"
"h","2021-07-28"
"h","2021-07-30"
"h","2021-07-31"
"h","2021-07-31"
"h","2021-08-07"
"h","2021-08-10"
"h","2021-08-11"
"h","2021-08-11"
"h","2021-08-11"
"h","2021-08-17"
"h","2021-08-17"
"h","2021-08-21"
"h","2021-08-21"
"h","2021-08-21"
"h","2021-08-23"
"h","2021-08-24"
"h","2021-08-26"
"h","2021-08-29"
"h","2021-09-04"
"h","2021-09-04"
"h","2021-09-05"
"h","2021-09-08"
"h","2021-09-10"
"h","2021-09-17"
"h","2021-09-19"
"h","2021-09-19"
"h","2021-09-20"
"h","2021-09-23"
"h","2021-09-24"
"h","2021-09-28"
"h","2021-10-06"
"h","2022-07-01"
"h","2022-07-27"
"h","2022-07-27"
"h","2022-07-28"
"h","2022-07-29"
"h","2022-08-02"
"h","2022-08-03"
"h","2022-08-04"
"h","2022-08-08"
"h","2022-08-14"
"h","2022-08-17"
"h","2022-08-18"
"h","2022-08-19"
"h","2022-08-20"
"h","2022-08-21"
"h","2022-08-28"
"h","2022-08-29"
"h","2022-09-02"
"h","2022-09-10"
"h","2022-09-13"
"h","2022-09-18"
"h","2022-09-25"
"h","2022-09-26"
"h","2022-09-27"
"h","2023-07-10"
"h","2023-07-27"
"h","2023-08-01"
"h","2023-08-01"
"h","2023-08-03"
"h","2023-08-05"
"h","2023-08-07"
"h","2023-08-09"
"h","2023-08-09"
"h","2023-08-10"
"h","2023-08-11"
"h","2023-08-15"
"h","2023-08-16"
"h","2023-08-20"
"h","2023-08-22"
"h","2023-08-22"
"h","2023-08-24"
"h","2023-08-26"
"h","2023-08-27"
"h","2023-08-28"
"h","2023-08-29"
"h","2023-08-30"
"h","2023-09-04"
"h","2023-09-06"
"h","2023-09-07"
"h","2023-09-07"
"h","2023-09-08"
"h","2023-09-10"
"h","2023-09-10"
"h","2023-09-13"
"h","2023-10-10"
"h","2023-10-18"
"i","2010-07-10"
"i","2010-07-18"
"i","2010-07-26"
"i","2010-07-28"
"i","2010-07-31"
"i","2010-08-03"
"i","2010-08-03"
"i","2010-08-07"
"i","2010-08-11"
"i","2010-08-19"
"i","2010-08-20"
"i","2010-08-21"
"i","2010-08-27"
"i","2010-08-27"
"i","2010-08-28"
"i","2010-08-30"
"i","2010-09-01"
"i","2010-09-01"
"i","2010-09-02"
"i","2010-09-06"
"i","2010-09-09"
"i","2010-09-11"
"i","2010-09-13"
"i","2010-09-19"
"i","2010-09-24"
"i","2010-09-25"
"i","2010-09-25"
"i","2011-06-30"
"i","2011-07-10"
"i","2011-07-19"
"i","2011-07-24"
"i","2011-08-01"
"i","2011-08-08"
"i","2011-08-09"
"i","2011-08-09"
"i","2011-08-11"
"i","2011-08-12"
"i","2011-08-14"
"i","2011-08-15"
"i","2011-08-15"
"i","2011-08-16"
"i","2011-08-17"
"i","2011-08-18"
"i","2011-08-19"
"i","2011-08-20"
"i","2011-08-28"
"i","2011-08-30"
"i","2011-08-31"
"i","2011-09-01"
"i","2011-09-03"
"i","2011-09-11"
"i","2011-09-15"
"i","2012-07-24"
"i","2012-07-27"
"i","2012-07-31"
"i","2012-07-31"
"i","2012-08-07"
"i","2012-08-08"
"i","2012-08-12"
"i","2012-08-13"
"i","2012-08-21"
"i","2012-08-22"
"i","2012-08-23"
"i","2012-08-23"
"i","2012-08-25"
"i","2012-08-25"
"i","2012-08-28"
"i","2012-08-31"
"i","2012-09-01"
"i","2012-09-06"
"i","2012-09-30"
"i","2012-10-02"
"i","2013-07-18"
"i","2013-07-27"
"i","2013-07-31"
"i","2013-08-02"
"i","2013-08-03"
"i","2013-08-05"
"i","2013-08-08"
"i","2013-08-11"
"i","2013-08-15"
"i","2013-08-16"
"i","2013-08-16"
"i","2013-08-17"
"i","2013-08-22"
"i","2013-08-24"
"i","2013-08-29"
"i","2013-08-30"
"i","2013-09-05"
"i","2013-09-06"
"i","2013-09-10"
"i","2013-09-14"
"i","2014-07-07"
"i","2014-07-18"
"i","2014-07-25"
"i","2014-08-02"
"i","2014-08-06"
"i","2014-08-07"
"i","2014-08-08"
"i","2014-08-10"
"i","2014-08-14"
"i","2014-08-17"
"i","2014-08-18"
"i","2014-08-20"
"i","2014-08-20"
"i","2014-08-21"
"i","2014-08-24"
"i","2014-08-25"
"i","2014-08-27"
"i","2014-08-28"
"i","2014-09-03"
"i","2014-09-10"
"i","2014-09-21"
"i","2014-09-22"
"i","2014-10-04"
"i","2015-07-13"
"i","2015-07-19"
"i","2015-07-20"
"i","2015-07-20"
"i","2015-07-25"
"i","2015-07-27"
"i","2015-08-04"
"i","2015-08-08"
"i","2015-08-10"
"i","2015-08-13"
"i","2015-08-16"
"i","2015-08-17"
"i","2015-08-20"
"i","2015-08-21"
"i","2015-08-22"
"i","2015-08-24"
"i","2015-08-27"
"i","2015-08-27"
"i","2015-08-28"
"i","2015-08-28"
"i","2015-08-29"
"i","2015-08-29"
"i","2015-08-29"
"i","2015-08-30"
"i","2015-08-31"
"i","2015-09-01"
"i","2015-09-03"
"i","2015-09-04"
"i","2015-09-09"
"i","2015-09-10"
"i","2015-09-12"
"i","2015-09-14"
"i","2015-09-14"
"i","2015-09-21"
"i","2015-09-26"
"i","2015-10-04"
"i","2016-07-02"
"i","2016-07-10"
"i","2016-07-31"
"i","2016-08-01"
"i","2016-08-09"
"i","2016-08-10"
"i","2016-08-11"
"i","2016-08-12"
"i","2016-08-15"
"i","2016-08-15"
"i","2016-08-15"
"i","2016-08-16"
"i","2016-08-16"
"i","2016-08-20"
"i","2016-08-22"
"i","2016-08-24"
"i","2016-08-24"
"i","2016-08-25"
"i","2016-08-27"
"i","2016-08-30"
"i","2016-08-30"
"i","2016-08-30"
"i","2016-09-02"
"i","2016-09-09"
"i","2016-09-15"
"i","2016-09-24"
"i","2017-07-13"
"i","2017-07-18"
"i","2017-07-21"
"i","2017-07-23"
"i","2017-07-28"
"i","2017-07-31"
"i","2017-07-31"
"i","2017-08-02"
"i","2017-08-10"
"i","2017-08-10"
"i","2017-08-11"
"i","2017-08-11"
"i","2017-08-11"
"i","2017-08-11"
"i","2017-08-12"
"i","2017-08-13"
"i","2017-08-13"
"i","2017-08-13"
"i","2017-08-16"
"i","2017-08-16"
"i","2017-08-17"
"i","2017-08-17"
"i","2017-08-18"
"i","2017-08-19"
"i","2017-08-22"
"i","2017-08-25"
"i","2017-08-27"
"i","2017-08-31"
"i","2017-08-31"
"i","2017-09-04"
"i","2017-09-04"
"i","2017-09-07"
"i","2017-09-10"
"i","2017-09-14"
"i","2017-09-22"
"i","2018-07-10"
"i","2018-07-11"
"i","2018-07-12"
"i","2018-07-15"
"i","2018-07-19"
"i","2018-07-22"
"i","2018-07-24"
"i","2018-07-26"
"i","2018-07-28"
"i","2018-08-02"
"i","2018-08-05"
"i","2018-08-05"
"i","2018-08-06"
"i","2018-08-07"
"i","2018-08-10"
"i","2018-08-10"
"i","2018-08-18"
"i","2018-08-18"
"i","2018-08-18"
"i","2018-08-18"
"i","2018-08-19"
"i","2018-08-19"
"i","2018-08-20"
"i","2018-08-20"
"i","2018-08-21"
"i","2018-08-21"
"i","2018-08-21"
"i","2018-08-22"
"i","2018-08-23"
"i","2018-08-25"
"i","2018-08-25"
"i","2018-08-27"
"i","2018-08-29"
"i","2018-08-30"
"i","2018-09-02"
"i","2018-09-04"
"i","2018-09-13"
"i","2018-09-14"
"i","2018-09-15"
"i","2019-06-23"
"i","2019-07-18"
"i","2019-07-18"
"i","2019-08-01"
"i","2019-08-01"
"i","2019-08-01"
"i","2019-08-02"
"i","2019-08-05"
"i","2019-08-10"
"i","2019-08-10"
"i","2019-08-11"
"i","2019-08-14"
"i","2019-08-17"
"i","2019-08-19"
"i","2019-08-20"
"i","2019-08-21"
"i","2019-08-21"
"i","2019-08-22"
"i","2019-08-22"
"i","2019-08-23"
"i","2019-08-23"
"i","2019-08-23"
"i","2019-08-28"
"i","2019-08-29"
"i","2019-09-01"
"i","2019-09-06"
"i","2019-09-07"
"i","2019-09-08"
"i","2019-09-18"
"i","2019-10-04"
"i","2020-06-22"
"i","2020-07-16"
"i","2020-07-17"
"i","2020-07-25"
"i","2020-07-25"
"i","2020-07-31"
"i","2020-08-01"
"i","2020-08-05"
"i","2020-08-07"
"i","2020-08-11"
"i","2020-08-12"
"i","2020-08-14"
"i","2020-08-14"
"i","2020-08-16"
"i","2020-08-16"
"i","2020-08-17"
"i","2020-08-18"
"i","2020-08-20"
"i","2020-08-22"
"i","2020-08-23"
"i","2020-08-24"
"i","2020-08-29"
"i","2020-08-30"
"i","2020-09-02"
"i","2020-09-02"
"i","2020-09-06"
"i","2020-09-12"
"i","2020-09-13"
"i","2020-09-13"
"i","2020-09-15"
"i","2020-09-17"
"i","2020-10-01"
"i","2021-07-22"
"i","2021-07-22"
"i","2021-07-31"
"i","2021-08-01"
"i","2021-08-02"
"i","2021-08-04"
"i","2021-08-06"
"i","2021-08-08"
"i","2021-08-13"
"i","2021-08-14"
"i","2021-08-17"
"i","2021-08-19"
"i","2021-08-19"
"i","2021-08-20"
"i","2021-08-20"
"i","2021-08-21"
"i","2021-08-21"
"i","2021-08-24"
"i","2021-08-29"
"i","2021-08-29"
"i","2021-08-30"
"i","2021-08-30"
"i","2021-09-03"
"i","2021-09-03"
"i","2021-09-05"
"i","2021-09-09"
"i","2021-09-18"
"i","2022-06-03"
"i","2022-07-04"
"i","2022-07-05"
"i","2022-07-13"
"i","2022-07-17"
"i","2022-07-28"
"i","2022-07-28"
"i","2022-07-28"
"i","2022-08-03"
"i","2022-08-06"
"i","2022-08-06"
"i","2022-08-08"
"i","2022-08-10"
"i","2022-08-13"
"i","2022-08-14"
"i","2022-08-14"
"i","2022-08-22"
"i","2022-08-22"
"i","2022-08-23"
"i","2022-08-24"
"i","2022-08-25"
"i","2022-08-29"
"i","2022-08-31"
"i","2022-09-01"
"i","2022-09-03"
"i","2022-09-05"
"i","2022-09-05"
"i","2022-09-05"
"i","2022-09-07"
"i","2022-09-09"
"i","2022-09-09"
"i","2022-09-11"
"i","2022-09-11"
"i","2022-09-14"
"i","2022-09-14"
"i","2022-09-20"
"i","2023-07-14"
"i","2023-07-19"
"i","2023-07-28"
"i","2023-07-28"
"i","2023-07-30"
"i","2023-08-01"
"i","2023-08-09"
"i","2023-08-11"
"i","2023-08-12"
"i","2023-08-14"
"i","2023-08-16"
"i","2023-08-18"
"i","2023-08-18"
"i","2023-08-20"
"i","2023-08-21"
"i","2023-08-22"
"i","2023-08-26"
"i","2023-09-01"
"i","2023-09-03"
"i","2023-09-08"
"i","2023-09-09"
"i","2023-09-10"
"i","2023-09-11"
"i","2023-09-13"
"i","2023-09-25"
"j","2010-06-22"
"j","2010-06-22"
"j","2010-07-10"
"j","2010-07-13"
"j","2010-07-21"
"j","2010-07-22"
"j","2010-07-24"
"j","2010-07-24"
"j","2010-07-29"
"j","2010-07-31"
"j","2010-08-01"
"j","2010-08-01"
"j","2010-08-07"
"j","2010-08-10"
"j","2010-08-11"
"j","2010-08-12"
"j","2010-08-20"
"j","2010-08-20"
"j","2010-08-23"
"j","2010-08-23"
"j","2010-08-24"
"j","2010-08-26"
"j","2010-08-27"
"j","2010-08-27"
"j","2010-08-29"
"j","2010-08-29"
"j","2010-09-04"
"j","2010-09-05"
"j","2010-09-07"
"j","2010-09-10"
"j","2010-09-11"
"j","2010-09-11"
"j","2010-09-14"
"j","2010-09-17"
"j","2010-09-20"
"j","2010-09-27"
"j","2010-10-08"
"j","2010-10-15"
"j","2011-07-09"
"j","2011-07-20"
"j","2011-07-20"
"j","2011-07-25"
"j","2011-07-29"
"j","2011-08-04"
"j","2011-08-04"
"j","2011-08-07"
"j","2011-08-08"
"j","2011-08-08"
"j","2011-08-10"
"j","2011-08-11"
"j","2011-08-13"
"j","2011-08-16"
"j","2011-08-17"
"j","2011-08-18"
"j","2011-08-19"
"j","2011-08-19"
"j","2011-08-21"
"j","2011-08-21"
"j","2011-08-24"
"j","2011-08-27"
"j","2011-08-27"
"j","2011-08-28"
"j","2011-08-28"
"j","2011-08-29"
"j","2011-08-30"
"j","2011-08-30"
"j","2011-08-30"
"j","2011-08-31"
"j","2011-09-01"
"j","2011-09-01"
"j","2011-09-01"
"j","2011-09-02"
"j","2011-09-05"
"j","2011-09-05"
"j","2011-09-06"
"j","2011-09-07"
"j","2011-09-12"
"j","2011-09-15"
"j","2011-09-17"
"j","2011-09-18"
"j","2012-06-22"
"j","2012-07-04"
"j","2012-07-08"
"j","2012-07-14"
"j","2012-07-17"
"j","2012-07-17"
"j","2012-07-27"
"j","2012-07-29"
"j","2012-07-30"
"j","2012-07-30"
"j","2012-08-01"
"j","2012-08-01"
"j","2012-08-01"
"j","2012-08-05"
"j","2012-08-13"
"j","2012-08-17"
"j","2012-08-24"
"j","2012-08-25"
"j","2012-08-28"
"j","2012-08-29"
"j","2012-08-30"
"j","2012-08-31"
"j","2012-08-31"
"j","2012-09-01"
"j","2012-09-06"
"j","2012-09-09"
"j","2012-09-11"
"j","2012-09-19"
"j","2012-09-23"
"j","2013-07-10"
"j","2013-07-19"
"j","2013-07-25"
"j","2013-07-25"
"j","2013-07-31"
"j","2013-08-03"
"j","2013-08-10"
"j","2013-08-10"
"j","2013-08-12"
"j","2013-08-12"
"j","2013-08-16"
"j","2013-08-18"
"j","2013-08-19"
"j","2013-08-24"
"j","2013-08-26"
"j","2013-08-26"
"j","2013-08-29"
"j","2013-08-30"
"j","2013-09-03"
"j","2013-09-10"
"j","2013-09-10"
"j","2013-09-10"
"j","2013-09-16"
"j","2013-09-16"
"j","2013-09-24"
"j","2013-09-27"
"j","2013-10-01"
"j","2014-07-10"
"j","2014-07-24"
"j","2014-07-25"
"j","2014-07-26"
"j","2014-07-30"
"j","2014-07-31"
"j","2014-08-02"
"j","2014-08-08"
"j","2014-08-13"
"j","2014-08-14"
"j","2014-08-14"
"j","2014-08-16"
"j","2014-08-20"
"j","2014-08-20"
"j","2014-08-27"
"j","2014-09-03"
"j","2014-09-03"
"j","2014-09-05"
"j","2014-09-05"
"j","2014-09-07"
"j","2014-09-08"
"j","2014-09-13"
"j","2014-09-14"
"j","2014-09-20"
"j","2015-07-26"
"j","2015-08-02"
"j","2015-08-04"
"j","2015-08-09"
"j","2015-08-12"
"j","2015-08-15"
"j","2015-08-16"
"j","2015-08-19"
"j","2015-08-21"
"j","2015-08-24"
"j","2015-08-29"
"j","2015-09-10"
"j","2015-09-23"
"j","2015-10-04"
"j","2015-10-07"
"j","2016-06-23"
"j","2016-07-03"
"j","2016-07-04"
"j","2016-07-16"
"j","2016-07-17"
"j","2016-07-21"
"j","2016-07-26"
"j","2016-08-01"
"j","2016-08-02"
"j","2016-08-04"
"j","2016-08-06"
"j","2016-08-09"
"j","2016-08-09"
"j","2016-08-11"
"j","2016-08-11"
"j","2016-08-13"
"j","2016-08-13"
"j","2016-08-17"
"j","2016-08-18"
"j","2016-08-19"
"j","2016-08-19"
"j","2016-08-20"
"j","2016-08-23"
"j","2016-08-23"
"j","2016-08-24"
"j","2016-08-28"
"j","2016-08-28"
"j","2016-08-31"
"j","2016-08-31"
"j","2016-09-02"
"j","2016-09-03"
"j","2016-09-03"
"j","2016-09-04"
"j","2016-09-05"
"j","2016-09-09"
"j","2016-09-09"
"j","2016-09-09"
"j","2016-09-12"
"j","2016-09-14"
"j","2016-09-16"
"j","2016-09-26"
"j","2016-09-27"
"j","2017-06-29"
"j","2017-07-16"
"j","2017-07-16"
"j","2017-07-23"
"j","2017-07-23"
"j","2017-08-02"
"j","2017-08-06"
"j","2017-08-09"
"j","2017-08-18"
"j","2017-08-23"
"j","2017-08-24"
"j","2017-08-25"
"j","2017-08-28"
"j","2017-09-01"
"j","2017-09-03"
"j","2017-09-04"
"j","2017-09-14"
"j","2017-09-21"
"j","2018-07-05"
"j","2018-07-19"
"j","2018-07-23"
"j","2018-07-26"
"j","2018-07-29"
"j","2018-08-01"
"j","2018-08-07"
"j","2018-08-15"
"j","2018-08-18"
"j","2018-08-19"
"j","2018-08-21"
"j","2018-08-23"
"j","2018-08-26"
"j","2018-08-27"
"j","2018-08-28"
"j","2018-08-29"
"j","2018-08-30"
"j","2018-08-31"
"j","2018-09-03"
"j","2018-09-05"
"j","2018-09-05"
"j","2018-09-08"
"j","2018-09-12"
"j","2018-09-13"
"j","2018-09-19"
"j","2019-07-11"
"j","2019-07-19"
"j","2019-07-25"
"j","2019-08-01"
"j","2019-08-04"
"j","2019-08-08"
"j","2019-08-12"
"j","2019-08-12"
"j","2019-08-14"
"j","2019-08-15"
"j","2019-08-15"
"j","2019-08-16"
"j","2019-08-16"
"j","2019-08-17"
"j","2019-08-17"
"j","2019-08-20"
"j","2019-08-25"
"j","2019-08-29"
"j","2019-08-30"
"j","2019-09-05"
"j","2019-09-06"
"j","2019-09-07"
"j","2019-09-08"
"j","2019-09-12"
"j","2019-09-12"
"j","2019-09-20"
"j","2020-07-16"
"j","2020-07-21"
"j","2020-07-22"
"j","2020-07-23"
"j","2020-07-25"
"j","2020-07-30"
"j","2020-08-07"
"j","2020-08-08"
"j","2020-08-10"
"j","2020-08-11"
"j","2020-08-17"
"j","2020-08-19"
"j","2020-08-22"
"j","2020-08-23"
"j","2020-08-25"
"j","2020-08-27"
"j","2020-08-31"
"j","2020-09-01"
"j","2020-09-01"
"j","2020-09-04"
"j","2020-09-06"
"j","2020-09-12"
"j","2020-09-12"
"j","2020-09-13"
"j","2020-09-15"
"j","2020-09-15"
"j","2020-09-16"
"j","2021-07-15"
"j","2021-07-18"
"j","2021-07-25"
"j","2021-07-26"
"j","2021-07-31"
"j","2021-08-01"
"j","2021-08-01"
"j","2021-08-03"
"j","2021-08-05"
"j","2021-08-06"
"j","2021-08-07"
"j","2021-08-08"
"j","2021-08-09"
"j","2021-08-10"
"j","2021-08-11"
"j","2021-08-12"
"j","2021-08-13"
"j","2021-08-14"
"j","2021-08-16"
"j","2021-08-17"
"j","2021-08-17"
"j","2021-08-20"
"j","2021-08-23"
"j","2021-08-23"
"j","2021-08-24"
"j","2021-08-27"
"j","2021-08-27"
"j","2021-08-28"
"j","2021-09-01"
"j","2021-09-02"
"j","2021-09-09"
"j","2021-09-10"
"j","2021-09-12"
"j","2021-09-17"
"j","2021-09-17"
"j","2021-09-25"
"j","2021-09-26"
"j","2022-07-11"
"j","2022-07-22"
"j","2022-07-26"
"j","2022-07-31"
"j","2022-08-04"
"j","2022-08-06"
"j","2022-08-06"
"j","2022-08-07"
"j","2022-08-10"
"j","2022-08-11"
"j","2022-08-11"
"j","2022-08-14"
"j","2022-08-14"
"j","2022-08-14"
"j","2022-08-14"
"j","2022-08-15"
"j","2022-08-18"
"j","2022-08-20"
"j","2022-08-21"
"j","2022-08-23"
"j","2022-08-25"
"j","2022-08-29"
"j","2022-09-01"
"j","2022-09-02"
"j","2022-09-04"
"j","2022-09-06"
"j","2022-09-06"
"j","2022-09-10"
"j","2022-09-11"
"j","2022-09-14"
"j","2022-09-16"
"j","2022-09-30"
"j","2022-10-11"
"j","2023-07-07"
"j","2023-07-10"
"j","2023-07-24"
"j","2023-07-24"
"j","2023-08-01"
"j","2023-08-04"
"j","2023-08-06"
"j","2023-08-06"
"j","2023-08-07"
"j","2023-08-09"
"j","2023-08-09"
"j","2023-08-13"
"j","2023-08-14"
"j","2023-08-16"
"j","2023-08-17"
"j","2023-08-18"
"j","2023-08-18"
"j","2023-08-19"
"j","2023-08-19"
"j","2023-08-24"
"j","2023-08-25"
"j","2023-08-25"
"j","2023-08-27"
"j","2023-08-28"
"j","2023-08-28"
"j","2023-08-28"
"j","2023-08-28"
"j","2023-08-29"
"j","2023-08-30"
"j","2023-09-01"
"j","2023-09-12"
"j","2023-10-14"
